id	basisOfRecord	dynamicProperties	occurrenceID	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	vitality	georeferenceVerificationStatus	occurrenceStatus	associatedMedia	associatedReferences	occurrenceRemarks	eventDate	eventTime	year	month	day	verbatimEventDate	samplingProtocol	continent	country	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	taxonID	scientificName	taxonRank	vernacularName
2024-09-29_Avian_棉花嶼_Pond_153	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_153	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	12:58	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-29_Avian_棉花嶼_Pond_154	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_154	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	13:49	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-09-29_Avian_棉花嶼_Pond_155	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_155	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	13:49	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
2024-09-29_Avian_棉花嶼_Pond_156	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_156	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	14:19	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-09-29_Avian_棉花嶼_Pond_157	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_157	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	16:37	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-29_Avian_棉花嶼_Pond_158	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_158	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	16:58	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-29_Avian_棉花嶼_Pond_159	MachineObservation		2024-09-29_Avian_棉花嶼_Pond_159	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-29	17:19	2024	9	29	2024-09-29		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-30_Avian_棉花嶼_Pond_160	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_160	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	07:38	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-30_Avian_棉花嶼_Pond_161	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_161	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	08:02	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-30_Avian_棉花嶼_Pond_162	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_162	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	08:27	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-09-30_Avian_棉花嶼_Pond_163	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_163	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	09:58	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-30_Avian_棉花嶼_Pond_164	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_164	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	10:19	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-09-30_Avian_棉花嶼_Pond_165	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_165	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	11:32	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-09-30_Avian_棉花嶼_Pond_166	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_166	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	11:43	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-09-30_Avian_棉花嶼_Pond_167	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_167	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	11:55	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-09-30_Avian_棉花嶼_Pond_168	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_168	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	12:05	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-09-30_Avian_棉花嶼_Pond_169	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_169	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	12:15	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-09-30_Avian_棉花嶼_Pond_170	MachineObservation		2024-09-30_Avian_棉花嶼_Pond_170	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-09-30	13:38	2024	9	30	2024-09-30		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-01_Avian_棉花嶼_Pond_171	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_171	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	09:58	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-01_Avian_棉花嶼_Pond_172	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_172	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	10:10	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-01_Avian_棉花嶼_Pond_173	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_173	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	11:14	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-10-01_Avian_棉花嶼_Pond_174	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_174	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	12:37	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-01_Avian_棉花嶼_Pond_175	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_175	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	12:50	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-01_Avian_棉花嶼_Pond_176	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_176	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	13:11	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-01_Avian_棉花嶼_Pond_177	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_177	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	13:37	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-01_Avian_棉花嶼_Pond_178	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_178	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	15:04	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-01_Avian_棉花嶼_Pond_179	MachineObservation		2024-10-01_Avian_棉花嶼_Pond_179	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-01	15:30	2024	10	1	2024-10-01		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000203	Monticola solitarius	species	藍磯鶇
2024-10-02_Avian_棉花嶼_Pond_180	MachineObservation		2024-10-02_Avian_棉花嶼_Pond_180	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-02	09:44	2024	10	2	2024-10-02		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-04_Avian_棉花嶼_Pond_181	MachineObservation		2024-10-04_Avian_棉花嶼_Pond_181	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-04	12:11	2024	10	4	2024-10-04		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-04_Avian_棉花嶼_Pond_182	MachineObservation		2024-10-04_Avian_棉花嶼_Pond_182	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-04	12:46	2024	10	4	2024-10-04		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-04_Avian_棉花嶼_Pond_183	MachineObservation		2024-10-04_Avian_棉花嶼_Pond_183	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-04	15:57	2024	10	4	2024-10-04		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-10-05_Avian_棉花嶼_Pond_184	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_184	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	00:34	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000101	Nycticorax nycticorax	species	夜鷺
2024-10-05_Avian_棉花嶼_Pond_185	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_185	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	11:26	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_186	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_186	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	11:43	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_187	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_187	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	12:00	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_188	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_188	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	12:21	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_189	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_189	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	12:31	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_190	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_190	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	12:31	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000093	Ardea alba	species	大白鷺
2024-10-05_Avian_棉花嶼_Pond_191	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_191	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	12:46	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000093	Ardea alba	species	大白鷺
2024-10-05_Avian_棉花嶼_Pond_192	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_192	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	13:21	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_193	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_193	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	15:42	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_194	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_194	研海生態顧問股份有限公司	2											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	16:31	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-05_Avian_棉花嶼_Pond_195	MachineObservation		2024-10-05_Avian_棉花嶼_Pond_195	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-05	16:31	2024	10	5	2024-10-05		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000093	Ardea alba	species	大白鷺
2024-10-06_Avian_棉花嶼_Pond_196	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_196	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	08:07	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000238	Ardeidae	family	鷺科
2024-10-06_Avian_棉花嶼_Pond_197	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_197	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	09:54	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_198	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_198	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	10:09	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_199	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_199	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	10:09	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-10-06_Avian_棉花嶼_Pond_200	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_200	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	10:37	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_201	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_201	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	11:00	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_202	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_202	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	11:22	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_203	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_203	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	11:35	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_204	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_204	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	14:48	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_205	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_205	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	14:59	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_206	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_206	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	15:26	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_207	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_207	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	15:50	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_208	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_208	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	15:50	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-06_Avian_棉花嶼_Pond_209	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_209	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	16:23	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_210	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_210	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	16:58	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000091	Ardea cinerea	species	蒼鷺
2024-10-06_Avian_棉花嶼_Pond_211	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_211	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	16:58	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000093	Ardea alba	species	大白鷺
2024-10-06_Avian_棉花嶼_Pond_212	MachineObservation		2024-10-06_Avian_棉花嶼_Pond_212	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-06	16:58	2024	10	6	2024-10-06		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000094	Ardea intermedia	species	中白鷺
2024-10-07_Avian_棉花嶼_Pond_213	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_213	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	09:25	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-07_Avian_棉花嶼_Pond_214	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_214	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	09:42	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-07_Avian_棉花嶼_Pond_215	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_215	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	11:08	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000098	Bubulcus ibis	species	黃頭鷺
2024-10-07_Avian_棉花嶼_Pond_216	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_216	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	11:31	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-10-07_Avian_棉花嶼_Pond_217	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_217	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	12:19	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000096	Egretta garzetta	species	小白鷺
2024-10-07_Avian_棉花嶼_Pond_218	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_218	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	12:19	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000242	Passeriformes	order	雀形目
2024-10-07_Avian_棉花嶼_Pond_219	MachineObservation		2024-10-07_Avian_棉花嶼_Pond_219	研海生態顧問股份有限公司	1											2025年棉花嶼、花瓶嶼野生動物保護區巡護暨生態調查委託案成果報告		2024-10-07	12:46	2024	10	7	2024-10-07		Asia	Taiwan	棉花嶼			25.485146	122.104651	WGS84	10	0.000001	KL_Avian_0000208	Motacilla tschutschensis	species	東方黃鶺鴒
