taxonID,scientificName,taxonRank,vernacularName,kingdom,phylum,class,order,family,genus,acceptedNameUsage
KL_Avian_0000197,Ficedula narcissina,species,黃眉黃鶲,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula, 
KL_Avian_0000198,Ficedula mugimaki,species,白眉黃鶲,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula, 
KL_Avian_0000199,Ficedula albicilla,species,紅喉鶲,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula, 
KL_Avian_0000200,Ficedula parva,species,紅胸鶲,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula, 
KL_Avian_0000201,Phoenicurus fuliginosus,species,鉛色水鶇,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus, 
KL_Avian_0000202,Phoenicurus auroreus,species,黃尾鴝,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus, 
KL_Avian_0000203,Monticola solitarius,species,藍磯鶇,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Monticola, 
KL_Avian_0000204,Saxicola maurus,species,黑喉鴝,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola, 
KL_Avian_0000205,Lonchura punctulata,species,斑文鳥,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura, 
KL_Avian_0000206,Passer montanus,species,麻雀,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer, 
KL_Avian_0000207,Motacilla cinerea,species,灰鶺鴒,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla, 
KL_Avian_0000208,Motacilla tschutschensis,species,東方黃鶺鴒,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla, 
KL_Avian_0000209,Motacilla grandis,species,日本鶺鴒,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla, 
KL_Avian_0000210,Motacilla alba,species,白鶺鴒,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla, 
KL_Avian_0000211,Anthus richardi,species,大花鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000212,Anthus trivialis,species,林鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000213,Anthus hodgsoni,species,樹鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000214,Anthus gustavi,species,白背鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000215,Anthus cervinus,species,赤喉鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000216,Anthus spinoletta,species,水鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000217,Anthus rubescens,species,黃腹鷚,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus, 
KL_Avian_0000218,Fringilla montifringilla,species,花雀,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla, 
KL_Avian_0000219,Coccothraustes coccothraustes,species,臘嘴雀,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes, 
KL_Avian_0000220,Eophona migratoria,species,小桑鳲,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Eophona, 
KL_Avian_0000221,Carpodacus erythrinus,species,普通朱雀,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus, 
KL_Avian_0000222,Chloris sinica,species,金翅雀,,,,,,, 
KL_Avian_0000223,Spinus spinus,species,黃雀,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus, 
KL_Avian_0000224,Emberiza melanocephala,species,黑頭鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000225,Emberiza fucata,species,赤胸鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000226,Emberiza elegans,species,黃喉鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000227,Emberiza pallasi,species,葦鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000228,Emberiza schoeniclus,species,蘆鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000229,Emberiza aureola,species,金鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000230,Emberiza pusilla,species,小鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000231,Emberiza rustica,species,田鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000232,Emberiza sulphurata,species,野鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000233,Emberiza spodocephala,species,灰頭黑臉鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000234,Emberiza rutila,species,鏽鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000235,Emberiza chrysophrys,species,黃眉鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000236,Emberiza tristrami,species,白眉鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza, 
KL_Avian_0000237,Accipitridae,family,鷹科,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,,
KL_Avian_0000238,Ardeidae,family,鷺科,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,,
KL_Avian_0000239,Sterninae,subfamily,燕鷗亞科,Animalia,Chordata,Aves,Charadriiformes,Laridae,,
KL_Avian_0000240,Procellariidae,family,鸌科,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,,
KL_Avian_0000241,Motacilla,genus,鶺鴒屬,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,
KL_Avian_0000242,Passeriformes,order,雀形目,Animalia,Chordata,Aves,Passeriformes,,,
KL_Avian_0000243,Phylloscopus borealis,species,極北柳鶯,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,
KL_Avian_0000244,Phylloscopidae,family,柳鶯科,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,,
KL_Avian_0000245,Helopsaltes fasciolatus,species,蒼眉蝗鶯,Animalia,Chordata,Aves,Passeriformes,Locustellidae,,
KL_Avian_0000246,Apodidae,family,雨燕科,Animalia,Chordata,Aves,Apodiformes,Apodidae,,
KL_Avian_0000247,Fulica atra,species,白冠雞,Animalia,Chordata,Aves,Gruiformes,Rallidae,,
KL_Avian_0000248,Charadriidae,family,鴴科,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,,
KL_Avian_0000249,Gallinago,genus,田鷸屬,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,
KL_Avian_0000250,Muscicapidae,family,鶲科,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,,
KL_Avian_0000251,Phoebastria nigripes,species,黑腳信天翁,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Phoebastria,
KL_Avian_0000252,Laniidae,family,伯勞科,Animalia,Chordata,Aves,Passeriformes,Laniidae,,
KL_Avian_0000253,Charadriiformes,order,鴴形目,Animalia,Chordata,Aves,Charadriiformes,,,
KL_Avian_0000255,Motacillidae,family,鶺鴒科,Animalia,Chordata,Aves,Passeriformes,Motacillidae,,
KL_Avian_0000256,Sula sula,species,紅腳鰹鳥,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,
KL_Avian_0000257,Stercorariidae,family,賊鷗科,Animalia,Chordata,Aves,Charadriiformes,,,
KL_Avian_0000258,Stercorarius pomarinus,species,中賊鷗,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,
KL_Avian_0000259,Ardenna carneipes,species,肉足水薙鳥,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Ardenna,
KL_Avian_0000261,Accipiter gentilis,species,蒼鷹,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,
KL_Avian_0000262,Horornis diphone,species,日本樹鶯,Animalia,Chordata,Aves,Passeriformes,Scotocercidae,Horornis,
KL_Avian_0000263,Agropsar sturninus,species,北椋鳥,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Agropsar,
KL_Avian_0000264,Buteo hemilasius,species,大鵟,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,
KL_Avian_0000265,Aves,class,鳥綱,Animalia,Chordata,Aves,,,,
KL_Avian_0000266,Cuculidae,family,杜鵑科,Animalia,Chordata,Aves,Cuculiformes,,,
KL_Avian_0000267,Scolopacidae,family,鷸科,Animalia,Chordata,Aves,Charadriiformes,,,
KL_Avian_0000268,Vanellus cinereus,species,跳鴴,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,
KL_Avian_0000269,Locustellidae,family,蝗鶯科,Animalia,Chordata,Aves,Passeriformes,Locustellidae,,
KL_Avian_0000270,Caprimulgidae,family,夜鷹科,Animalia,Chordata,Aves,Caprimulgiformes,,,
KL_Avian_0000271,Urile pelagicus,family,海鸕鷀,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile ,
KL_Avian_0000272,Motacilla citreola,species,黃頭鶺鴒,Animalia,Chordata,Aves,Passeriformes,Motacillidae,,
KL_Avian_0000273,Helopsaltes ochotensis,species,北蝗鶯,Animalia,Chordata,Aves,Passeriformes,Locustellidae,,
KL_Avian_0000274,Saxicola stejnegeri,species,黑喉鴝,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Saxicola,
KL_Avian_0000275,Phoenicurus ochruros,species,赭紅尾鴝,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,
KL_Avian_0000276,Emberiza personata,species,黃喉黑臉鵐,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,
KL_Avian_0000278,Columbidae,family,鳩鴿科,Animalia,Chordata,Aves,Columbiformes,Columbidae,,
KL_Avian_0000279,Calidris subminuta,species,長趾濱鷸,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,
KL_Avian_0000280,Phylloscopus,genus,柳鶯屬,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,
KL_Avian_0000281,Turdus,genus,鶇屬,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,
KL_Avian_0000282,Anthus,genus,鷚屬,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,
KL_Avian_0000283,Strigidae,family,鴟鴞科,Animalia,Chordata,Aves,Passeriformes,Strigidae,,
KL_Avian_0000284,Asio,genus,耳鴞屬,Animalia,Chordata,Aves,Passeriformes,Strigidae,Asio,
KL_BenthicInvertebrate_0000001,Isognomon,genus,障泥蛤屬,,,,,,, 
KL_BenthicInvertebrate_0000002,Tridacna noae,species,諾亞硨磲蛤,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna, 
KL_BenthicInvertebrate_0000003,Tridacna crocea,species,圓硨磲,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Tridacna, 
KL_BenthicInvertebrate_0000004,Crassostrea angulata,species,葡萄牙牡蠣,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea, 
KL_BenthicInvertebrate_0000005,Spondylidae,family,海菊蛤科,,,,,,, 
KL_BenthicInvertebrate_0000006,Aplysia argus,species,環眼海兔,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia, 
KL_BenthicInvertebrate_0000007,Aplysia oculifera,species,眼斑海兔,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia, 
KL_BenthicInvertebrate_0000008,Stylocheilus striatus,species,條紋柱唇海兔,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Stylocheilus, 
KL_BenthicInvertebrate_0000009,Phyllidiopsis xishaensis,species,縱紋葉海蛞蝓,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidiopsis, 
KL_BenthicInvertebrate_0000010,Phyllidia varicosa,species,葉海蛞蝓,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidia, 
KL_BenthicInvertebrate_0000011,Phyllidiella pustulosa,species,突丘葉海蛞蝓,Animalia,Mollusca,Gastropoda,Nudibranchia,Phyllidiidae,Phyllidiella, 
KL_BenthicInvertebrate_0000012,Hexabranchus sanguineus,species,血紅六鰓海蛞蝓,Animalia,Mollusca,Gastropoda,Nudibranchia,Hexabranchidae,Hexabranchus, 
KL_BenthicInvertebrate_0000013,Monetaria caputserpentis,species,雪山寶螺,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Monetaria,Cypraea caputserpentis
KL_BenthicInvertebrate_0000014,Cypraea arabica,species,阿拉伯寶螺,,,,,,, 
KL_BenthicInvertebrate_0000015,Cypraea tigris,species,黑星寶螺,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea, 
KL_BenthicInvertebrate_0000016,Purpura panama,species,羅螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Purpura, 
KL_BenthicInvertebrate_0000017,Thais armigera,species,大岩螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Mancinella, 
KL_BenthicInvertebrate_0000018,Thais clavigera,species,蚵岩螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Reishia, 
KL_BenthicInvertebrate_0000019,Tenguella granulata,species,結螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Tenguella, 
KL_BenthicInvertebrate_0000020,Mancinella aculeata,species,鐵斑岩螺,,,,,,, 
KL_BenthicInvertebrate_0000021,Cronia margariticola margariticola,subspecies,稜結螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Drupella, 
KL_BenthicInvertebrate_0000022,Morula anaxares,species,白瘤結螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricodrupa, 
KL_BenthicInvertebrate_0000023,Strigatella zebra,species,小焰筆螺,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Strigatella, 
KL_BenthicInvertebrate_0000024,Nerita costata,species,黑肋蜑螺,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita, 
KL_BenthicInvertebrate_0000025,Nerita plicata,species,白肋蜑螺,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita, 
KL_BenthicInvertebrate_0000026,Nerita albicilla,species,漁舟蜑螺,Animalia,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita, 
KL_BenthicInvertebrate_0000027,Trochus,genus,鐘螺屬,,,,,,, 
KL_BenthicInvertebrate_0000028,Trochus stellatus,species,血斑鐘螺,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Trochus, 
KL_BenthicInvertebrate_0000029,Nodilittorina pyramidalis,species,顆粒玉黍螺,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Nodilittorina, 
KL_BenthicInvertebrate_0000030,Echinolittorina millegrana,species,台灣玉黍螺,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Echinolittorina, 
KL_BenthicInvertebrate_0000031,Calpurnus verrucosus,species,玉兔螺,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ovulidae,Calpurnus, 
KL_BenthicInvertebrate_0000032,Megabalanus,genus,巨藤壺屬,,,,,,, 
KL_BenthicInvertebrate_0000033,Palaemon pacificus,species,太平洋長臂蝦,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon, 
KL_BenthicInvertebrate_0000034,Coenobita rugosus,species,皺紋陸寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Coenobitidae,Coenobita, 
KL_BenthicInvertebrate_0000035,Calcinus elegans,species,秀麗硬殼寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus, 
KL_BenthicInvertebrate_0000036,Grapsus tenuicrustatus,species,細紋方蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Grapsus, 
KL_BenthicInvertebrate_0000037,Grapsus albolineatus,species,白紋方蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Grapsus, 
KL_BenthicInvertebrate_0000038,Geograpsus crinipes,species,毛足陸方蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Geograpsus, 
KL_BenthicInvertebrate_0000039,Epixanthus frontalis,species,平額石扇蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Oziidae,Epixanthus, 
KL_BenthicInvertebrate_0000040,Metopograpsus thukuhar,species,方形大額蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Metopograpsus, 
KL_BenthicInvertebrate_0000041,Pachygrapsus minutus,species,小厚紋蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus, 
KL_BenthicInvertebrate_0000042,Cyclograpsus integer,species,整潔圓方蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Cyclograpsus, 
KL_BenthicInvertebrate_0000043,Cyclograpsus intermedius,species,中型圓方蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Cyclograpsus, 
KL_BenthicInvertebrate_0000044,Plagusia squamosa,species,鱗形斜紋蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia, 
KL_BenthicInvertebrate_0000045,Pachygrapsus plicatus,species,褶痕厚紋蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Pachygrapsus, 
KL_BenthicInvertebrate_0000046,Percnon planissimum,species,裸掌盾牌蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Percnidae,Percnon, 
KL_BenthicInvertebrate_0000047,Eriphia ferox,species,兇猛酋婦蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Eriphiidae,Eriphia, 
KL_BenthicInvertebrate_0000048,Eriphia sebana,species,光手酋婦蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Eriphiidae,Eriphia, 
KL_BenthicInvertebrate_0000049,Calcinus laevimanus,species,光掌硬殼寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus, 
KL_BenthicInvertebrate_0000050,Dardanus guttatus,species,線斑真寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Dardanus, 
KL_BenthicInvertebrate_0000051,Calcinus latens,species,隱伏硬殼寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus, 
KL_BenthicInvertebrate_0000052,Clibanarius englaucus,species,藍趾細螯寄居蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Clibanarius, 
KL_BenthicInvertebrate_0000053,Panulirus japonicus,species,日本龍蝦,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus, 
KL_BenthicInvertebrate_0000055,Percnon sinense,species,中華盾牌蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Percnidae,Percnon, 
KL_BenthicInvertebrate_0000056,Plagusia immaculata,species,無斑斜紋蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia, 
KL_BenthicInvertebrate_0000057,Plagusia tuberculata,species,瘤突斜紋蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Plagusia, 
KL_BenthicInvertebrate_0000058,Petrolisthes hastatus,species,矛形岩瓷蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes, 
KL_BenthicInvertebrate_0000059,Leptodius sanguineus,species,肉球皺蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Leptodius, 
KL_BenthicInvertebrate_0000060,Leptodius gracilis,species,細巧皺蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Leptodius, 
KL_BenthicInvertebrate_0000061,Euxanthus exsculptus,species,雕刻真扇蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Euxanthus, 
KL_BenthicInvertebrate_0000062,Pseudozius caystrus,species,礁石假團扇蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudoziidae,Pseudozius, 
KL_BenthicInvertebrate_0000063,Lachnopodus rodgersi,species,羅氏毛足蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Lachnopodus, 
KL_BenthicInvertebrate_0000064,Ozius tuberculosus,species,疣粒團扇蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Oziidae,Ozius, 
KL_BenthicInvertebrate_0000065,Epigrapsus notatus,species,橙螯隱蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Epigrapsus, 
KL_BenthicInvertebrate_0000066,Gecarcoidea lalandii,species,紫地蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Gecarcoidea, 
KL_BenthicInvertebrate_0000067,Metasesarma obesum,species,肥胖後相手蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Metasesarma, 
KL_BenthicInvertebrate_0000068,Parasesarma pictum,species,斑點擬相手蟹,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Parasesarma, 
KL_BenthicInvertebrate_0000069,Ligia,genus,海蟑螂屬,,,,,,, 
KL_BenthicInvertebrate_0000070,Anthopleura dixoniana,species,狄氏襟疣海葵,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura, 
KL_BenthicInvertebrate_0000071,Acropora,genus,軸孔珊瑚屬,,,,,,, 
KL_BenthicInvertebrate_0000072,Montipora,genus,表孔珊瑚屬,,,,,,, 
KL_BenthicInvertebrate_0000073,Palythoa mutuki,species,沙群海葵,Animalia,Cnidaria,Anthozoa,Zoantharia,Sphenopidae,Palythoa, 
KL_BenthicInvertebrate_0000074,Lobophytum crassum,species,隔板葉形軟珊瑚,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Sarcophytidae,Lobophytum, 
KL_BenthicInvertebrate_0000075,Diadema savignyi,species,沙氏冠海膽,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema, 
KL_BenthicInvertebrate_0000076,Diadema setosum,species,刺冠海膽,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Diadema, 
KL_BenthicInvertebrate_0000077,Echinometra mathaei,species,梅氏長海膽,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Echinometra, 
KL_BenthicInvertebrate_0000078,Colobocentrotus mertensii,species,默氏笠海膽,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Colobocentrotus, 
KL_BenthicInvertebrate_0000079,Stomopneustes variolaris,species,口鰓海膽,Animalia,Echinodermata,Echinoidea,Stomopneustoida,Stomopneustidae,Stomopneustes, 
KL_BenthicInvertebrate_0000080,Tripneustes gratilla,species,白棘三列海膽,Animalia,Echinodermata,Echinoidea,Camarodonta,Toxopneustidae,Tripneustes, 
KL_BenthicInvertebrate_0000081,Holothuria atra,species,黑海參,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria, 
KL_BenthicInvertebrate_0000082,Holothuria cinerascens,species,黑赤星海參,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria, 
KL_BenthicInvertebrate_0000083,Holothuria leucospilota,species,蕩皮參,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria, 
KL_BenthicInvertebrate_0000084,Actinopyga echinites,species,棘輻肛參,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Actinopyga, 
KL_BenthicInvertebrate_0000085,Actinopyga mauritiana,species,白底輻肛參,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Actinopyga, 
KL_BenthicInvertebrate_0000086,Culcita novaeguineae,species,麵包海星,Animalia,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Culcita, 
KL_BenthicInvertebrate_0000087,Echinaster luzonicus,species,呂宋棘海星,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster, 
KL_BenthicInvertebrate_0000088,Linckia laevigata,species,藍指海星,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia, 
KL_BenthicInvertebrate_0000089,Ophiocoma,genus,櫛蛇尾屬,,,,,,, 
KL_BenthicInvertebrate_0000090,Comanthina schlegeli,species,許氏大羽花,Animalia,Echinodermata,Crinoidea,Comatulida,Comatulidae,Comaster, 
KL_BenthicInvertebrate_0000091,Spirobranchus giganteus,species,大旋鰓蟲,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,Spirobranchus, 
KL_BenthicInvertebrate_0000092,Styelidae,family,柄海鞘科,,,,,,, 
KL_BenthicInvertebrate_0000093,Octopus cyanea,species,藍蛸,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus, 
KL_BenthicInvertebrate_0000095,Conidae,family,,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,,
KL_BenthicInvertebrate_0000096,Muricidae,family,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,,
KL_BenthicInvertebrate_0000097,Eriphia,genus,,Animalia,Arthropoda,Malacostraca,Decapoda,Eriphiidae,Eriphia,
KL_BenthicInvertebrate_0000098,Grapsus,genus,,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Grapsus,
KL_BenthicInvertebrate_0000099,Leptodius,genus,,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,Leptodius,
KL_BenthicInvertebrate_0000100,Ostreidae,family,,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,,
KL_BenthicInvertebrate_0000101,Tetraclita,genus,笠藤壺,,,,,,,
KL_BenthicInvertebrate_0000102,Purpura persica,species,桃羅螺,,,,,,,
KL_BenthicInvertebrate_0000103,Ligia exotica,species,奇異海蟑螂,,,,,,,
KL_BenthicInvertebrate_0000104,Tetraclita kuroshioensis,species,黑潮笠藤壺,,,,,,,
KL_BenthicInvertebrate_0000105,Tetraclita japonica formosana,subspecies,美麗笠藤壺,Animalia,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,Tetraclita,
KL_BenthicInvertebrate_0000106,Cellana toreuma,species,花笠螺,Animalia,Mollusca,Gastropoda,Patellogastropoda ordo incertae sedis,Patellidae,Cellana,
KL_BenthicInvertebrate_0000107,Echinolittorina malaccana,species,顆粒玉黍螺,Animalia,Mollusca,Gastropoda,Mesogastropoda,Littorinidae,Echinolittorina,
KL_BenthicInvertebrate_0000108,Littoraria undulata,species,波紋玉黍螺,,,,,,,
KL_BenthicInvertebrate_0000110,Phyllidia exquisita,species,優美葉海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000111,Echinothrix calamaris,species,環刺棘海膽,,,,,,,
KL_BenthicInvertebrate_0000112,Holothuria nobilis,species,黑乳參,,,,,,,
KL_BenthicInvertebrate_0000113,Anthocidaris crassispina,species,紫海膽,,,,,,,
KL_BenthicInvertebrate_0000114,Afrocucumis africana,species,非洲異瓜參,,,,,,,
KL_BenthicInvertebrate_0000115,Colochirus robustus,species,強壯翼手參,,,,,,,
KL_BenthicInvertebrate_0000116,Linckia guildingi,species,蓋丁指海星,,,,,,,
KL_BenthicInvertebrate_0000117,Tritoniopsis elegans,species,華麗崔坦海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000118,Bornella stellifer,species,星斑二列鰓海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000119,Halgerda willeyi,species,威利瘤背海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000120,Ovula ovum,species,海兔螺,,,,,,,
KL_BenthicInvertebrate_0000121,Goniobranchus rufomaculatus,species,橘點多彩海蛞蝓,,,,,,,
KL_BenthicInvertebrate_0000122,Anthopleura,genus,襟疣海葵屬,,,,,,,
