taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,organismQuantityType,organismQuantity,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,lifeStage,reproductiveCondition,behavior,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate,minimumDepthInMeters,maximumDepthInMeters
KL_Plant_0000023,2022-07-26_棉花嶼_植物_94_02,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼_植物_94,樣區調查,Lysimachia mauritiana,species,茅毛珍珠菜,,,,,WGS84,122.104889,25.487043,1e-06,10.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Fish_0000147,2022-07-26_Fish_BRUV_0028,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Parupeneus multifasciatus,species,多帶海緋鯉,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000121,2022-07-26_Fish_BRUV_0024,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Chaetodon trifascialis,species,川紋蝴蝶魚,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000123,2022-07-26_Fish_BRUV_0023,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Chaetodon plebeius,species,藍斑蝴蝶魚,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000111,2022-07-26_Fish_BRUV_0020,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Chaetodon auriga,species,揚旛蝴蝶魚,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000111,2022-07-26_Fish_BRUV_0019,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Chaetodon auriga,species,揚旛蝴蝶魚,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000136,2022-07-26_Fish_BRUV_0018,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Cephalopholis urodeta,species,尾紋九刺鮨,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000126,2022-07-26_Fish_BRUV_0017,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Carangoides orthogrammus,species,直線若鰺,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000008,2022-07-26_Fish_BRUV_0016,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Aulostomus chinensis,species,中華管口魚,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Fish_0000093,2022-07-26_Fish_BRUV_0014,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Acanthurus dussumieri,species,杜氏刺尾鯛,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Avian_0000036,2022-07-26_Avian_基隆海域_130,2022-07-26,2022,7,26,11:29,HumanObservation,Asia,Taiwan,基隆海域,,Charadrius dubius,species,小環頸鴴,1,,,,WGS84,121.944778,25.290722,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:10, azimuth:S, angleWithShip:12}",2022-07-26,,
KL_Avian_0000078,2022-07-26_Avian_基隆海域_129,2022-07-26,2022,7,26,11:26,HumanObservation,Asia,Taiwan,基隆海域,,Bulweria bulwerii,species,穴鳥,1,,,,WGS84,121.945778,25.289722,1e-06,1.0,研海生態顧問股份有限公司,,,盤旋,,,,"{heightInMeters:0-5, distanceInMeters:200, azimuth:X, angleWithShip:12}",2022-07-26,,
KL_Avian_0000074,2022-07-26_Avian_基隆海域_128,2022-07-26,2022,7,26,11:20,HumanObservation,Asia,Taiwan,基隆海域,,Thalasseus bergii,species,鳳頭燕鷗,1,,,,WGS84,121.940361,25.283528,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:10-20, distanceInMeters:50, azimuth:W, angleWithShip:NA}",2022-07-26,,
KL_Fish_0000188,2022-07-26_Fish_BRUV_0027,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Melichthys vidua,species,黑邊角鱗魨,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_BenthicInvertebrate_0000096,2022-07-26_無脊椎動物_潮間帶樣框調查_01,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Muricidae,family,0,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Fish_0000093,2022-07-26_Fish_BRUV_0015,2022-07-26,2022,7,26,,MachineObservation,Asia,Taiwan,棉花嶼周邊海域,Baited Remote Underwater Video,Acanthurus dussumieri,species,杜氏刺尾鯛,1,,,,WGS84,122.101178,25.486994,1e-06,50.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,12.0,12.0
KL_Avian_0000074,2022-07-26_Avian_基隆海域_160,2022-07-26,2022,7,26,15:33,HumanObservation,Asia,Taiwan,基隆海域,,Thalasseus bergii,species,鳳頭燕鷗,1,,,,WGS84,122.116889,25.544778,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:5-10, distanceInMeters:400, azimuth:SW, angleWithShip:11}",2022-07-26,,
KL_Insect_0000055,2022-07-26_Insect_HumanObservation_206,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Homoeocerus marginiventris,species,小點同緣蝽,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000056,2022-07-26_Insect_HumanObservation_205,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Acanthocoris scaber,species,瘤緣蝽,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,馬鞍藤上數量多,,,,2022-07-26,,
KL_Insect_0000090,2022-07-26_Insect_HumanObservation_204,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Ornebius,genus,奧蟋,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000075,2022-07-26_Avian_基隆海域_135,2022-07-26,2022,7,26,12:17,HumanObservation,Asia,Taiwan,基隆海域,,Hydrobates monorhis,species,黑叉尾海燕,1,,,,WGS84,122.030111,25.367917,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:700, azimuth:NW, angleWithShip:11}",2022-07-26,,
KL_Avian_0000075,2022-07-26_Avian_基隆海域_136,2022-07-26,2022,7,26,12:22,HumanObservation,Asia,Taiwan,基隆海域,,Hydrobates monorhis,species,黑叉尾海燕,1,,,,WGS84,122.039111,25.377861,1e-06,1.0,研海生態顧問股份有限公司,,,盤旋,,,,"{heightInMeters:0-5, distanceInMeters:600, azimuth:X, angleWithShip:12}",2022-07-26,,
KL_Avian_0000074,2022-07-26_Avian_基隆海域_137,2022-07-26,2022,7,26,12:24,HumanObservation,Asia,Taiwan,基隆海域,,Thalasseus bergii,species,鳳頭燕鷗,1,,,,WGS84,122.041944,25.381028,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:5-10, distanceInMeters:100, azimuth:SW, angleWithShip:2}",2022-07-26,,
KL_Reptile_0000001,2022-07-26_Reptile_HumanObservation_0016,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Gekko hokouensis,species,鉛山壁虎,1,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,,2022-07-26,,
KL_Avian_0000051,2022-07-26_Avian_基隆海域_138,2022-07-26,2022,7,26,12:24,HumanObservation,Asia,Taiwan,基隆海域,,Phalaropus lobatus,species,紅領瓣足鷸,6,,,,WGS84,122.041944,25.381028,1e-06,1.0,研海生態顧問股份有限公司,,,飛行/海上漂浮,,,,"{heightInMeters:0-5, distanceInMeters:50, azimuth:X, angleWithShip:1}",2022-07-26,,
KL_Avian_0000079,2022-07-26_Avian_基隆海域_139,2022-07-26,2022,7,26,12:28,HumanObservation,Asia,Taiwan,基隆海域,,Calonectris leucomelas,species,大水薙鳥,4,,,,WGS84,122.049306,25.389083,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:500, azimuth:NW, angleWithShip:2}",2022-07-26,,
KL_Avian_0000085,2022-07-26_Avian_基隆海域_140,2022-07-26,2022,7,26,12:30,HumanObservation,Asia,Taiwan,基隆海域,,Sula leucogaster,species,白腹鰹鳥,1,,,,WGS84,122.052972,25.393111,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:300, azimuth:S, angleWithShip:2}",2022-07-26,,
KL_Avian_0000078,2022-07-26_Avian_基隆海域_141,2022-07-26,2022,7,26,12:32,HumanObservation,Asia,Taiwan,基隆海域,,Bulweria bulwerii,species,穴鳥,1,,,,WGS84,122.056806,25.397306,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:100, azimuth:NW, angleWithShip:3}",2022-07-26,,
KL_Avian_0000078,2022-07-26_Avian_基隆海域_142,2022-07-26,2022,7,26,12:38,HumanObservation,Asia,Taiwan,基隆海域,,Bulweria bulwerii,species,穴鳥,1,,,,WGS84,122.067583,25.409111,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:300, azimuth:W, angleWithShip:11}",2022-07-26,,
KL_BenthicInvertebrate_0000069,2022-07-26_無脊椎動物_潮間帶樣框調查_08,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Ligia,genus,海蟑螂屬,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_BenthicInvertebrate_0000099,2022-07-26_無脊椎動物_潮間帶樣框調查_07,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Leptodius,genus,0,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_BenthicInvertebrate_0000036,2022-07-26_無脊椎動物_潮間帶樣框調查_05,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Grapsus tenuicrustatus,species,細紋方蟹,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000048,2022-07-26_Insect_HumanObservation_190,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Pantala flavescens,species,薄翅蜻蜓,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000001,2022-07-26_Insect_HumanObservation_192,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Lampides boeticus,species,豆波灰蝶,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000210,2022-07-26_Insect_HumanObservation_193,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Catopsilia pomona pomona,species,遷粉蝶,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000020,2022-07-26_Insect_HumanObservation_194,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Spoladea recurvalis,species,甜菜白帶野螟,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000041,2022-07-26_Insect_HumanObservation_195,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Scopula,genus,岩尺蛾屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_BenthicInvertebrate_0000098,2022-07-26_無脊椎動物_潮間帶樣框調查_06,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Grapsus,genus,0,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,juveniles,,,,,,,2022-07-26,,
KL_Insect_0000102,2022-07-26_Insect_HumanObservation_197,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Coccinella septempunctata,species,七星瓢蟲,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000104,2022-07-26_Insect_HumanObservation_198,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Cheilomenes sexmaculata,species,六斑月瓢蟲,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000154,2022-07-26_Insect_HumanObservation_207,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Scotinophara scottii,species,短刺黑蝽,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000158,2022-07-26_Insect_HumanObservation_232,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Lepismatidae,genus,衣魚科,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000091,2022-07-26_Insect_HumanObservation_231,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Euconocephalus nasutus,species,鼻優草螽,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間、在高草叢中鳴叫,,,,2022-07-26,,
KL_Insect_0000092,2022-07-26_Insect_HumanObservation_230,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Conocephalus maculatus,species,褐背細斯,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Reptile_0000004,2022-07-26_Reptile_HumanObservation_0015,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼周圍海域,,Chelonia mydas,species,綠蠵龜,1,,,able to georeference,WGS84,122.11261,25.52014,1e-05,1.0,研海生態顧問股份有限公司,,,,遭漁業垃圾纏繞,,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告書,,2022-07-26,,
KL_BenthicInvertebrate_0000047,2022-07-26_無脊椎動物_潮間帶樣框調查_02,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Eriphia ferox,species,兇猛酋婦蟹,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000072,2022-07-26_Insect_HumanObservation_208,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Agonoscelis nubilis,species,雲椿,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,多處群聚,,,,2022-07-26,,
KL_Insect_0000073,2022-07-26_Insect_HumanObservation_209,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Nezara viridula,species,稻綠椿,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000071,2022-07-26_Insect_HumanObservation_210,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Corythucha,genus,方翅網蝽屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000112,2022-07-26_Insect_HumanObservation_211,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Dioxyna sororcula,species,長鞘寬頭實蠅,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,草海桐,,,,2022-07-26,,
KL_Insect_0000110,2022-07-26_Insect_HumanObservation_212,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Chrysomya,genus,金蠅屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000121,2022-07-26_Insect_HumanObservation_213,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Cardiocondyla minutior,species,小瘤突家蟻,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000122,2022-07-26_Insect_HumanObservation_214,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Monomorium chinense,species,中華單家蟻,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000126,2022-07-26_Insect_HumanObservation_215,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Ochetellus glaber,species,光滑管琉璃蟻,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000123,2022-07-26_Insect_HumanObservation_216,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Tetramorium bicarinatum,species,雙脊皺家蟻,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000096,2022-07-26_Insect_HumanObservation_199,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Eobia chinensis,species,黑尾擬天牛,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,數量很多、草海桐訪花、夜間趨光,,,,2022-07-26,,
KL_Insect_0000213,2022-07-26_Insect_HumanObservation_217,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Ichneumonidae,genus,0,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,草海桐訪花,,,,2022-07-26,,
KL_Insect_0000077,2022-07-26_Insect_HumanObservation_219,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Pycnoscelis surinamensis,species,穌里南潛蠊,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000028,2022-07-26_Insect_HumanObservation_220,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Eudocima phalonia,species,落葉夜蛾,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000214,2022-07-26_Insect_HumanObservation_221,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Oraesia excavata,species,鳥嘴壺裳蛾,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000125,2022-07-26_Insect_HumanObservation_222,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Camponotus albosparsus,species,白疏巨山蟻,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000146,2022-07-26_Insect_HumanObservation_223,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Colasposoma viridicoeruleum,species,甘藷猿金花蟲,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000107,2022-07-26_Insect_HumanObservation_224,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Gonocephalum,genus,潛砂蟲屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000108,2022-07-26_Insect_HumanObservation_225,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Agrypnus sakaguchii,species,小褐鏽叩頭蟲,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000063,2022-07-26_Insect_HumanObservation_226,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Geotomus,genus,地土蝽屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000060,2022-07-26_Insect_HumanObservation_227,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Geocoris pallidipennis scissilis,species,大眼長蝽,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000079,2022-07-26_Insect_HumanObservation_228,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Periplaneta australasiae,species,澳洲家蠊,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間,,,,2022-07-26,,
KL_Insect_0000093,2022-07-26_Insect_HumanObservation_229,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Myrmecophilus,genus,蟻蟋屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,夜間、寄主為大頭家蟻,,,,2022-07-26,,
KL_Insect_0000078,2022-07-26_Insect_HumanObservation_218,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Blattella,genus,姬蠊屬,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000106,2022-07-26_Insect_HumanObservation_200,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Paederus fuscipes,species,紅胸隱翅蟲,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_BenthicInvertebrate_0000032,2022-07-26_無脊椎動物_潮間帶樣框調查_09,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Megabalanus,genus,巨藤壺屬,1,,,,WGS84,122.103699,25.485519,1e-06,65.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Insect_0000144,2022-07-26_Insect_HumanObservation_202,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Aiolopus thalassinus tamulus,species,斑蝗,,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000084,2022-07-26_Avian_棉花嶼_21,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Sula dactylatra,species,藍臉鰹鳥,1,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000079,2022-07-26_Avian_棉花嶼_20,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Calonectris leucomelas,species,大水薙鳥,4,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000065,2022-07-26_Avian_棉花嶼_19,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Onychoprion anaethetus,species,白眉燕鷗,8,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000052,2022-07-26_Avian_棉花嶼_18,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,棉花嶼,,Actitis hypoleucos,species,磯鷸,1,,,,WGS84,122.105349,25.484834,1e-06,400.0,研海生態顧問股份有限公司,,,,,,,,2022-07-26,,
KL_Avian_0000075,2022-07-26_Avian_基隆海域_178,2022-07-26,2022,7,26,16:34,HumanObservation,Asia,Taiwan,基隆海域,,Hydrobates monorhis,species,黑叉尾海燕,1,,,,WGS84,122.068611,25.534778,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:300, azimuth:S, angleWithShip:2}",2022-07-26,,
KL_Avian_0000085,2022-07-26_Avian_基隆海域_134,2022-07-26,2022,7,26,11:59,HumanObservation,Asia,Taiwan,基隆海域,,Sula leucogaster,species,白腹鰹鳥,1,,,,WGS84,121.994917,25.331361,1e-06,1.0,研海生態顧問股份有限公司,,,停棲在其他海漂物,,,,"{heightInMeters:0, distanceInMeters:500, azimuth:X, angleWithShip:11}",2022-07-26,,
KL_Avian_0000075,2022-07-26_Avian_基隆海域_161,2022-07-26,2022,7,26,15:35,HumanObservation,Asia,Taiwan,基隆海域,,Hydrobates monorhis,species,黑叉尾海燕,1,,,,WGS84,122.110694,25.548389,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:0-5, distanceInMeters:600, azimuth:SW, angleWithShip:12}",2022-07-26,,
KL_Cetacean_0000001,2022-07-26_Cetacean_HumanObservation_0034,2022-07-26,2022,7,26,,HumanObservation,Asia,Taiwan,基隆到北方三島的海域,,Tursiops,genus,寬吻海豚屬,1,individuals,1,able to georeference,WGS84,122.11262,25.52015,1e-06,,研海生態顧問股份有限公司,,,不知,,,2022年棉花嶼、花瓶嶼野生動物保護區巡護暨動植物生態調查委託案成果報告,{mother-calf pairs:absent},2022-07-26,,
KL_Avian_0000065,2022-07-26_Avian_基隆海域_144,2022-07-26,2022,7,26,13:02,HumanObservation,Asia,Taiwan,基隆海域,,Onychoprion anaethetus,species,白眉燕鷗,1,,,,WGS84,122.091944,25.457,1e-06,1.0,研海生態顧問股份有限公司,,,飛行,,,,"{heightInMeters:10-20, distanceInMeters:800, azimuth:E, angleWithShip:11}",2022-07-26,,
