taxonID,occurrenceID,eventDate,year,month,day,eventTime,basisOfRecord,continent,country,locality,samplingProtocol,scientificName,taxonRank,vernacularName,individualCount,georeferenceVerificationStatus,geodeticDatum,decimalLongitude,decimalLatitude,coordinatePrecision,coordinateUncertaintyInMeters,recordedBy,sex,lifeStage,reproductiveCondition,behavior,vitality,occurrenceStatus,occurrenceRemarks,associatedMedia,associatedReferences,dynamicProperties,verbatimEventDate,minimumDepthInMeters,maximumDepthInMeters
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0187,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0188,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0189,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0190,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0191,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0192,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0193,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0194,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0195,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0196,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0197,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0198,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0199,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0200,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0201,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0202,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0203,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0204,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0205,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0206,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0207,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0208,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0209,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0210,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0211,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0212,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0213,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0214,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0215,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0216,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0217,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0218,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0219,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0220,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0221,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0222,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0223,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0224,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0225,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0226,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0227,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0228,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0229,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0230,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0231,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0232,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0233,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0234,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0235,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0236,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0237,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0238,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0239,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0240,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0241,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0242,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0243,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0244,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0245,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0246,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0247,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0248,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0249,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0250,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0251,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0252,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0253,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0254,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0255,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0256,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0257,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0258,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0259,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0260,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0261,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0262,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0263,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0264,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000014,2021-09-21_Fish_潛水觀察_0265,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Abudefduf vaigiensis,species,條紋豆娘魚,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
KL_Fish_0000032,2021-09-21_Fish_潛水觀察_0266,2021/9/21,2021,9,21,,HumanObservation,Asia,Taiwan,棉花嶼周邊海域,Underwater Visual Census,Pomacentrus coelestis,species,霓虹雀鯛,1,,WGS84,122.103947,25.486275,0.000001,50,研海生態顧問股份有限公司,,,,,,,,,,,2021/9/21,3,3
